comment,label
Oops: Jared Kushner reportedly created a Shell company to secretly pay Trump family members and spend half the campaign’s cash,0
"Atheist Group Asks IRS to Probe Megachurch Over Pro-Trump Rally, Says Event Violates Rule Banning Political Participation",-1
"Four Years Later, Senators Say, ‘Yes, Trump Conspired With The Russians’",0
Welp Trump’s Own Former Defense Secretary Just Compared Him to the Nazis So That Happened,0
Trump Says He'll Seek a Third Term Because 'They Spied On Me',0
Trump says he will leave the White House if Electoral College votes for Biden,0
How Trump Killed Tens of Thousands of Americans: A blow-by-blow account of his personal role in the coronavirus catastrophe.,-1
Biden responds to report Trump plans to declare premature victory: He's 'not going to steal this election',1
Trump Throws Tantrum After CNN Poll Shows Biden Crushing Him By Nearly 15 Points,-1
"Trump was convinced he was going to win on election night in a repeat of 2016, and was 'shouting at everyone' when Fox News called Arizona for Biden",1
Trump and Pence drop plans to address outdoor rally crowds amid reports of low attendance,-1
Megathread: Senator Mitt Romney Announces Vote to Convict President Donald Trump,0
Trump tweets predicting Obama would start a war with Iran to get re-elected are coming back to haunt him,-1
"Deutsche Bank plans to cut ties with Trump after the election, Reuters reported, and could seize his assets if he can't pay back his debts",0
Biden proposes federal mask mandate as Trump mocks reporter in Oval Office for wearing one,-1
The Republican Party Is Dead. It’s the Trump Cult Now.,-1
"Trump in ‘fragile’ mood and may drop out of 2020 race if poll numbers don’t improve, GOP insiders tell Fox News",1
Biden leads Trump by double digits with senior voters over 65—a group no Democrat has won in two decades,1
"Poll: 58% of Biden voters say vote is more ""against"" Trump than ""for"" Biden",0
Trump is calling protesters terrorists. That puts him in the company of the world's autocrats,-1
America Just Learned About Two More Impeachable Offenses by Trump and Barr,-1
"Trump reportedly won't meet with Pelosi on a coronavirus bill, or for any reason, because he's mad at her",-1
Twitter Users Stunned At 'Full-Blown Lunacy' Of Trump's Wild Axios Interview,0
Rudy Giuliani reportedly seeks pardon from Donald Trump,1
"Trump claims at debate that China is paying for farm subsidies. In fact, U.S. taxpayers are footing the bill",0
Trump's 'epic meltdown' on 60 minutes revealed as CBS releases full interview with president,0
Trump demands names of the congressional Republicans who said they recognize Biden as winner,1
"Mitch McConnell rams through six Trump judges in 30 hours after blocking coronavirus aid for months. Planned Parenthood warned that ""many"" of the judges have ""hostile records"" toward human rights and abortion",-1
Lawyers decided to quit Trump case after chaotic Four Seasons Landscaping press conference,-1
Attention has faded on the more than 20 sexual misconduct allegations against Trump,0
Trump campaign demands CNN apologize for poll that shows Biden leading,0
"Report: Saudis, UAE funnelled millions to Trump 2016 campaign",0
"Despite hand wringing from pundits, if Democrats win they should enact a truly transformative agenda and fully prosecute Trump",1
More than 130 Secret Service officers are said to be infected with coronavirus or quarantining in wake of Trump’s campaign travel,-1
Trump bragged about bringing Michigan 'so many damn car plants.' Zero new major plants have opened during his presidency.,-1
Megathread: Senate Intel Committee Releases Final Report Detailing Ties Between 2016 Trump Campaign and Russian Interference,0
"AOC condemns U.S. system that allows Trump, Amazon to pay almost no taxes but doesn't fund health care for all",-1
Pro-Trump network Newsmax just aired a 2-minute video admitting that it has 'no evidence' of outlandish fraud claims against two voting machine companies,-1
Michigan pollster: Trump’s Bible photo op caused immediate drop in support,0
"Trump Said ‘I Like Taking The Guns Early,’ Not Harris | Facebook posts claim that Sen. Kamala Harris said, “I like taking the guns early.” She didn’t say that, but President Donald Trump did.",1
"I was arrested, jailed and assaulted by a guard. My ‘crime’? Being a journalist in Trump’s America",-1
CNN reporter says it is 'poetry' that Trump's racist presidency ends with 'black woman in White House',-1
#VoteThemAllOut2020 Trends as Trump's Republican Allies Stand Firm Behind the President During Impeachment Trial,0
Tax Returns Show Trump Looting Treasury to Stave Off His Own Financial Disaster,-1
George Floyd's Brother: Trump Wouldn’t Even Let Me Talk in Rushed Call,0
Twitch has suspended Donald Trump's account,-1
Sen. Tammy Duckworth says she will block military promotions until Trump's defense secretary explains the 'disgraceful situation' that led Lt. Col. Alexander Vindman to retire,-1
Donald Trump is warning “China will own the United States” if Joe Biden is elected president. But Trump himself is tens of millions of dollars in debt to China.,-1
Biden says Trump putting words in George Floyd's mouth is 'despicable',0
'I can't imagine why': Trump says he takes no responsibility for people ingesting disinfectant despite telling them to,-1
Trump reportedly admitted impeachment played a big role in his Soleimani decision,1
Trump’s First Instinct Was to Threaten Overhaul of Internet Law as #DiaperDon Trended,-1
Biden says he will take vaccine publicly after White House refused to say if Trump would,-1
Trump’s Disinfectant Idea Is More Than a Silly Soundbite - it shows he is totally lost in managing the national response.,-1
Trump’s Attempt to Shift Burden of Proof to Biden Shows His Election Lawsuits Are Garbage,-1
Trump reportedly rejected aggressive coronavirus testing in hopes it would help his re-election,0
"'In the US, we count ballots': Trump slapped down by Electoral Commission chief over call to dump mail votes - ‘In case anyone is unclear on the concept, in the United States of America, we do not “get rid” of’ ballots’",-1
'Trump hasn't grown into the job because he can't': Obama tears into Trump and delivers a forceful endorsement of Biden in DNC speech,1
AOC calls caravan of Trump supporters on NYC bridge a 'pileup of chumps',1
The Trump Family Is Taking 12x More Protected Trips Than The Obama Family,1
Trump’s First 3 Years Created 1.5 Million Fewer Jobs Than Obama’s Last 3,1
Eric Trump falsely claims his father achieved Middle East peace and ended America's wars in RNC speech.,0
Trump will lose his Twitter ‘public interest’ protections in January,-1
Trump campaign mocks Biden as he visits son’s grave on Election Day,-1
Megathread: Fmr. National Security Advisor John Bolton Alleges President Trump Tied Ukraine Funding to Investigation Into Bidens,1
Fox News' Chris Wallace finally gave Americans the Donald Trump interview they deserve,0
Portland finally proves it: Trump is pulling us into fascism,0
Trump actually doesn’t appear to understand how bad the pandemic is,-1
"More than 200 retired generals, admirals endorse Biden, including some who served under Trump",1
Biden win in Arizona ‘confirmed’ as analysts say there is no way back for Trump,1
Senate Intel report confirms Russia aimed to help Trump in 2016,1
'Nero fiddled while Rome burned. Trump golfs': Bernie Sanders calls on supporters to back Biden against threat of second Trump term,0
The Trump administration reportedly quashed an intelligence report that showed Russia is helping him win the 2020 election,1
Bombshell Report Says Trump Ordered CIA to Share Counterterrorism Intel with Russia ‘Despite No Discernible Reward’,0
The biggest Trump meltdown the world has ever seen is imminent. Be prepared,1
'It's Going to Take Everyone': Demonstrations Planned Nationwide to 'Save the Post Office From Trump',1
FEC commissioner to Trump: 'No. You don't have the power to move the election',0
Romney counters Trump: 90 percent of 'very Republican' Utah votes by mail,0
Megathread: Judge Dismisses Trump Lawsuit Seeking to Delay Certification in Pennsylvania,-1
Trump says he won’t go and pay respects to John Lewis at Capitol,1
"RBG Immediately Went There, Asked Trump Lawyer How Whitewater and Watergate Were Different from Tax Return Case",0
'One of the Most Callous Sentiments Ever Uttered' by US President: Trump Falsely Says Covid Death Toll Not So Bad 'If You Take Blue States Out',-1
Trump and U.S. In COVID-19 crisis is 'like watching the decline of the Roman Empire' says a Canadian mayor,-1
Trump administration to be investigated over use of force against protesters in Portland,-1
Ocasio-Cortez: 'Plenty of people without college degrees could run this country better than Trump',1
Donald Trump calls Minneapolis protesters 'thugs' and threatens to shoot looters,-1
Joe Biden says stimulus package stalled because Republicans fear retribution from Trump,-1
"Donald Trump's Tab For MAGA Rallies Jumps To $1.8 Million As 14 Cities Say President Hasn't Paid Police Bills, Report Finds",0
Michael Cohen predicts that Trump will 'never leave office peacefully' because he's terrified of being sent to prison,-1
Trump humiliated as Supreme Court rejects last-ditch attempt to undo election results,-1
Megathread: Supreme Court Rules Against Trump Administration Attempt to End DACA,1
